Наименование;Артикул;Бренд;Модель;Тип;Игровая;Размер;Подсветка;Разрешение;Сайт производителя;В наличии;Цена
Мышь Logitech G PRO HERO Black USB проводная;80247044;Logitech;G PRO HERO;USB;Да;есть;62x38x117 мм;16000;www.logitech.com;55;5100
